,x,y,z
0,28.972994338246565,-65.03307633681342,151.3870299917575
1,-66.69892389195576,31.11268444117025,113.89939922342955
2,-44.58337342754743,96.65297002487672,75.68155952972452
3,-31.76113030022708,61.53692901338832,153.0540212776772
4,-47.11967629329597,69.62337400018606,78.95859629622862
5,28.89968192298268,-16.74181368495056,152.69074185665562
6,66.67609762413275,-87.04315843922072,132.30745377925345
7,-6.213519890301026,-79.67311821208352,154.802860101355
8,17.849177749317597,-59.33759340609828,159.0697326046952
9,-74.76362647621778,-5.835857732794181,158.9652533436058
10,50.21416827168323,-26.866076514853365,129.25131903925916
11,-100.93195036918934,-93.42066270837572,25.56133186058269
12,50.25347746288455,-26.901890151441663,129.2064726628701
13,54.625662239840096,-53.776385078673385,163.4132275048031
14,66.92393795311605,-121.8659471966168,107.46552961888574
15,-37.62341000257014,-92.1803787092262,135.7099787952222
16,-0.1370518594455375,16.069869869826785,137.5278770143322
17,-21.373650714903413,-2.87347959870406,120.8711018616234
18,14.728537327917312,40.97457497709257,121.47594668028292
19,18.57122999117192,55.211117766450286,112.1108685947154
20,62.605075164109685,-40.36083524970881,136.742793904496
21,-51.661118783077626,81.05687638661175,78.36321143147413
22,-51.93221448724569,66.39071065118121,69.55124323048209
23,-56.89259134137406,59.95828245943795,96.31939744442556
24,-20.51298238707608,-67.40502523158506,159.71782695252932
25,23.509244110423,-49.32551009569295,166.7950064696628
26,-86.43410769330242,-36.31538574892258,120.46324577028986
27,47.139819231272206,-50.893234952283215,169.04673566044653
28,-5.134471057629879,-25.494131606306183,158.77758723979466
29,-8.262255779531628,16.93991468435669,159.3079378316649
30,-77.51360427340026,-8.769847605168719,131.88788856283682
31,-8.177086169027717,-51.46721875488766,166.932520832251
32,-72.58149598162179,1.755406618762657,92.97794129879571
33,-79.49094106169119,-51.02270868937771,78.97586934893236
34,-64.6333357360172,-17.181415807200025,75.54902976481118
35,67.10253929027823,-61.974289011777785,135.2725250356201
36,-27.11942424215967,-81.78885621949485,152.97226683539816
37,-30.808623089981104,-70.02025410832766,163.54417063351326
38,12.6239024364462,-95.77823578673105,149.81581163189134
39,-118.94068616755828,3.219744566700914,91.26399716757876
40,-13.479801642610475,-4.254880469383591,158.94762750957938
41,-85.38421186747625,-37.76874139830393,101.03240738172806
42,-57.62259189997941,108.2917055563152,58.63140529475696
43,-54.8495845441957,35.14611037428088,153.24686973992925
44,108.06604766884254,16.452158686740802,75.42961469842427
45,38.16029169717909,72.2893020174729,104.55558756254128
46,76.76597658876824,-63.98648067826777,135.46618100783678
47,107.15659638057434,-3.560270964919156,92.40119447974504
48,-61.00736842909389,74.85728472374095,120.82954738645311
49,-100.75704246271756,57.38089389071287,110.5148417579574
